Type,Last,Bid,Ask,Change,Volume,"Open Int",IV,"Last Trade",Strike,Type,Last,Bid,Ask,Change,Volume,"Open Int",IV,"Last Trade"
Call,56.44,56.75,57.10,+2.40,23,"7,565",50.92%,"15:14 ET",115.00,Put,0.94,0.92,0.93,-0.17,73,"14,862",48.60%,"14:29 ET"
Call,56.47,55.80,56.40,+3.67,3,"1,446",51.63%,"11:29 ET",116.00,Put,1.00,0.97,0.98,-0.17,17,"6,969",48.28%,"15:00 ET"
Call,54.67,54.90,55.20,+1.97,10,"3,340",50.13%,"15:15 ET",117.00,Put,1.06,1.02,1.03,-0.18,38,"4,575",47.94%,"14:05 ET"
Call,54.45,54.05,54.25,+2.95,2,"1,737",50.05%,"13:56 ET",118.00,Put,1.10,1.07,1.09,-0.18,17,"4,208",47.63%,"13:06 ET"
Call,53.40,53.10,53.30,+53.40,1,"2,376",49.49%,"11:55 ET",119.00,Put,1.14,1.12,1.14,-0.21,17,"8,571",47.34%,"09:58 ET"
Call,52.10,52.15,52.40,+1.90,613,"19,347",49.14%,"15:04 ET",120.00,Put,1.18,1.18,1.20,-0.25,"2,464","40,952",46.84%,"15:42 ET"
Call,51.60,51.25,51.45,+4.25,1,"3,100",48.76%,"10:18 ET",121.00,Put,1.32,1.25,1.27,-0.21,15,"5,307",46.69%,"09:38 ET"
Call,51.97,50.25,50.55,unch,0,781,48.17%,09/04/25,122.00,Put,1.40,1.32,1.34,-0.20,15,"3,029",46.42%,"09:38 ET"
Call,49.68,49.45,49.70,+2.90,1,"1,160",49.34%,"11:46 ET",123.00,Put,1.70,1.38,1.41,unch,0,"4,597",46.08%,09/05/25
Call,49.29,48.50,48.75,+3.19,1,"1,248",47.91%,"10:55 ET",124.00,Put,1.49,1.46,1.49,-0.31,3,"4,148",45.96%,"15:32 ET"
Call,48.30,47.65,47.95,+3.30,111,"27,837",48.18%,"13:41 ET",125.00,Put,1.58,1.55,1.57,-0.31,67,"29,447",45.61%,"15:16 ET"
Call,46.57,46.70,46.95,+2.12,27,"3,642",47.34%,"15:30 ET",126.00,Put,1.87,1.63,1.65,-0.13,1,"3,120",45.31%,"09:30 ET"
Call,46.22,45.75,46.00,+3.94,2,"1,466",46.68%,"12:41 ET",127.00,Put,1.80,1.71,1.74,-0.29,1,"4,209",45.03%,"09:40 ET"
Call,41.05,44.85,45.10,unch,0,942,46.34%,09/05/25,128.00,Put,1.86,1.81,1.83,-0.35,51,"4,748",44.78%,"15:29 ET"
Call,43.85,44.05,44.20,+1.97,2,"1,596",46.31%,"15:08 ET",129.00,Put,1.96,1.91,1.93,-0.36,281,"3,787",44.55%,"15:29 ET"
Call,43.50,43.10,43.30,+2.60,133,"18,737",45.77%,"14:25 ET",130.00,Put,2.07,2.01,2.03,-0.35,449,"32,662",44.28%,"15:29 ET"
Call,41.75,41.40,41.70,+2.48,3,"2,633",45.82%,"14:25 ET",132.00,Put,2.29,2.23,2.26,-0.39,116,"4,861",43.83%,"15:06 ET"
Call,40.09,39.65,39.85,+2.43,2,"3,642",44.89%,"13:51 ET",134.00,Put,2.55,2.47,2.50,-0.45,13,"3,840",43.34%,"15:29 ET"
Call,39.31,38.75,39.00,+2.68,8,"14,034",44.53%,"14:22 ET",135.00,Put,2.64,2.61,2.63,-0.48,303,"12,383",43.14%,"15:32 ET"
Call,38.47,37.90,38.15,+2.62,21,"5,840",44.28%,"14:10 ET",136.00,Put,2.82,2.74,2.77,-0.48,36,"12,880",42.91%,"15:24 ET"
Call,33.85,36.25,36.45,unch,0,"7,215",43.83%,09/05/25,138.00,Put,3.10,3.00,3.10,-0.44,162,"10,055",42.73%,"15:28 ET"
Call,34.42,34.60,34.80,+1.69,66,"17,869",43.38%,"15:01 ET",140.00,Put,3.38,3.35,3.40,-0.63,728,"35,764",42.11%,"15:42 ET"
Call,33.70,33.00,33.20,+2.60,13,"3,425",43.04%,"11:37 ET",142.00,Put,3.71,3.70,3.75,-0.74,27,"4,340",41.61%,"15:39 ET"
Call,31.65,31.40,31.55,+2.20,25,"2,626",42.48%,"14:44 ET",144.00,Put,4.15,4.10,4.15,-0.68,254,"2,160",41.47%,"15:32 ET"
Call,30.62,30.60,30.80,+1.92,60,"13,908",41.98%,"15:36 ET",145.00,Put,4.30,4.30,4.35,-0.75,"1,052","18,787",41.05%,"15:39 ET"
Call,29.80,29.80,30.00,+1.85,2,"7,492",41.61%,"14:58 ET",146.00,Put,4.51,4.50,4.55,-0.79,230,"10,529",40.86%,"15:42 ET"
Call,28.69,28.30,28.45,+2.36,21,"2,895",41.62%,"12:40 ET",148.00,Put,5.00,4.95,5.00,-0.90,25,"1,584",40.65%,"13:58 ET"
Call,26.75,26.80,26.95,+1.65,130,"33,805",41.21%,"15:28 ET",150.00,Put,5.41,5.45,5.50,-1.00,651,"29,395",40.25%,"15:43 ET"
Call,25.81,25.35,25.50,+2.16,167,"4,871",40.86%,"13:10 ET",152.00,Put,6.06,5.95,6.05,-0.81,24,"3,104",39.90%,"13:56 ET"
Call,24.64,23.95,24.10,+2.21,18,"1,972",40.55%,"10:34 ET",154.00,Put,6.60,6.50,6.60,-1.05,69,"3,526",39.68%,"14:30 ET"
Call,23.14,23.25,23.40,+1.40,51,"17,743",40.36%,"15:07 ET",155.00,Put,6.80,6.80,6.90,-1.10,805,"14,745",39.19%,"15:39 ET"
Call,22.90,22.55,22.70,+2.05,2,"3,373",40.13%,"14:06 ET",156.00,Put,7.25,7.10,7.20,-0.95,134,"3,371",39.17%,"15:10 ET"
Call,21.00,21.25,21.40,+1.20,9,"1,942",39.90%,"15:14 ET",158.00,Put,7.75,7.75,7.85,-1.20,103,"5,021",38.70%,"15:40 ET"
Call,20.10,19.95,20.10,+1.35,523,"24,080",39.78%,"15:42 ET",160.00,Put,8.48,8.45,8.55,-1.31,"1,861","34,699",38.52%,"15:40 ET"
Call,19.01,18.70,18.85,+1.61,31,"3,258",39.22%,"14:38 ET",162.00,Put,9.20,9.20,9.30,-1.30,266,"2,427",38.16%,"15:44 ET"
Call,17.40,17.50,17.65,+1.13,60,"4,437",38.93%,"15:07 ET",164.00,Put,9.99,10.00,10.10,-1.35,89,"1,812",38.06%,"15:43 ET"
Call,17.15,16.95,17.05,+1.35,606,"21,683",38.80%,"15:40 ET",165.00,Put,10.43,10.40,10.50,-1.42,974,"24,237",37.83%,"15:44 ET"
Call,16.62,16.35,16.50,+1.44,136,"2,551",38.65%,"14:39 ET",166.00,Put,10.90,10.85,10.95,-1.50,266,"1,502",37.83%,"15:37 ET"
Call,15.65,15.85,15.90,+1.05,132,"2,271",38.53%,"15:29 ET",167.00,Put,11.50,11.30,11.35,-1.17,446,"2,725",37.66%,"15:29 ET"
Call,15.20,15.30,15.35,+0.95,241,"8,703",38.39%,"15:30 ET",168.00,Put,11.95,11.75,11.80,-1.37,365,"1,771",37.53%,"15:29 ET"
Call,14.85,14.75,14.85,+1.13,225,"1,993",38.43%,"15:42 ET",169.00,Put,12.40,12.20,12.30,-1.45,753,"1,263",37.44%,"15:29 ET"
Call,14.30,14.25,14.35,+1.00,"4,847","21,047",38.22%,"15:44 ET",170.00,Put,12.70,12.65,12.75,-1.60,"2,714","15,532",37.25%,"15:44 ET"
Call,13.58,13.75,13.80,+0.88,144,"2,092",38.05%,"15:14 ET",171.00,Put,13.25,13.15,13.25,-1.45,513,"2,994",37.30%,"15:32 ET"
Call,13.10,13.25,13.30,+0.90,121,"2,816",37.92%,"15:08 ET",172.00,Put,13.85,13.65,13.75,-1.40,384,"2,045",37.04%,"15:30 ET"
Call,12.95,12.75,12.85,+1.25,191,"2,866",37.83%,"15:39 ET",173.00,Put,14.45,14.20,14.30,-1.51,398,973,37.03%,"15:29 ET"
Call,12.10,12.30,12.35,+1.05,249,"1,608",37.71%,"15:23 ET",174.00,Put,14.80,14.70,14.80,-1.50,84,"6,481",36.99%,"15:32 ET"
Call,11.95,11.80,11.90,+0.95,"1,490","26,400",37.56%,"15:44 ET",175.00,Put,15.20,15.25,15.35,-1.89,156,"10,646",36.77%,"15:41 ET"
Call,11.67,11.40,11.45,+1.17,77,"3,766",37.51%,"14:34 ET",176.00,Put,15.75,15.80,15.90,-1.90,11,"2,526",36.66%,"14:12 ET"
Call,10.80,10.95,11.05,+0.70,174,"3,463",37.44%,"15:29 ET",177.00,Put,16.30,16.35,16.45,-1.95,46,"4,153",36.51%,"15:39 ET"
Call,10.35,10.50,10.60,+0.60,87,"3,303",37.26%,"15:23 ET",178.00,Put,16.86,16.95,17.05,-1.89,21,"1,950",36.48%,"12:08 ET"
Call,10.45,10.10,10.20,+1.46,106,"7,356",37.19%,"14:18 ET",179.00,Put,17.45,17.50,17.65,-1.93,54,"1,044",36.33%,"14:15 ET"
Call,9.79,9.70,9.80,+0.79,"1,047","27,052",37.21%,"15:44 ET",180.00,Put,18.27,18.10,18.25,-1.73,93,"9,089",36.23%,"14:55 ET"
Call,9.42,9.30,9.40,+0.73,137,"2,650",36.97%,"15:43 ET",181.00,Put,18.70,18.75,18.85,-1.95,28,527,36.17%,"15:39 ET"
Call,9.05,8.95,9.05,+0.81,371,"3,011",37.10%,"15:39 ET",182.00,Put,19.21,19.35,19.45,-2.15,6,"1,904",36.00%,"13:00 ET"
Call,8.91,8.60,8.65,+1.01,23,"1,753",36.84%,"13:34 ET",183.00,Put,19.95,20.00,20.10,+19.95,42,891,35.94%,"11:28 ET"
Call,8.35,8.25,8.30,+0.85,145,"2,075",36.76%,"15:44 ET",184.00,Put,20.35,20.60,20.80,-2.35,15,579,35.85%,"10:37 ET"
Call,8.00,7.90,8.00,+0.65,708,"21,845",36.87%,"15:43 ET",185.00,Put,21.30,21.30,21.45,-1.97,19,"2,720",35.57%,"12:41 ET"
Call,7.75,7.55,7.65,+0.75,15,"3,959",36.59%,"14:26 ET",186.00,Put,25.65,21.95,22.10,unch,0,395,35.64%,09/05/25
Call,7.15,7.25,7.35,+0.40,120,"2,971",36.57%,"15:27 ET",187.00,Put,22.85,22.60,22.80,-2.47,5,177,35.52%,"15:32 ET"
Call,6.95,6.95,7.05,+0.60,41,"2,032",36.38%,"15:35 ET",188.00,Put,23.35,23.35,23.50,+23.35,3,276,35.29%,"15:39 ET"
Call,6.71,6.65,6.75,+0.56,123,"4,278",36.48%,"15:38 ET",189.00,Put,23.90,24.05,24.20,-3.80,38,151,35.41%,"14:16 ET"
Call,6.51,6.35,6.45,+0.66,971,"22,352",36.34%,"15:41 ET",190.00,Put,24.90,24.75,24.95,-2.08,34,"2,816",35.51%,"15:36 ET"
Call,6.20,6.10,6.15,+0.55,927,"2,891",36.29%,"14:50 ET",191.00,Put,29.25,25.50,25.70,unch,0,171,35.33%,09/05/25
Call,6.05,5.85,5.90,+0.70,19,"2,318",36.28%,"12:32 ET",192.00,Put,26.20,26.10,26.40,-3.65,7,128,34.79%,"11:57 ET"
Call,5.60,5.60,5.65,+0.54,47,"2,493",36.16%,"15:36 ET",193.00,Put,27.40,27.00,27.20,-1.93,20,232,35.22%,"09:38 ET"
Call,5.53,5.35,5.40,+0.58,21,"4,241",36.18%,"13:56 ET",194.00,Put,27.70,27.75,27.95,-3.85,2,115,35.11%,"11:57 ET"
Call,5.15,5.10,5.20,+0.45,251,"13,918",36.17%,"15:44 ET",195.00,Put,32.65,28.55,28.75,unch,0,236,35.14%,09/05/25
Call,4.15,4.05,4.15,+0.36,"2,655","49,622",36.16%,"15:44 ET",200.00,Put,32.40,32.55,32.75,-2.60,48,"2,031",34.78%,"14:11 ET"
Call,3.32,3.25,3.30,+0.35,"2,043","18,205",35.97%,"15:40 ET",205.00,Put,36.60,36.80,37.00,-1.30,2,224,34.62%,"12:20 ET"
Call,2.56,2.58,2.61,+0.21,"2,296","17,200",35.93%,"15:31 ET",210.00,Put,40.82,41.25,41.45,-4.09,29,157,34.53%,"12:31 ET"
Call,2.51,2.36,2.39,+0.35,20,"3,418",35.99%,"11:34 ET",212.00,Put,34.79,43.05,43.30,unch,0,27,34.50%,08/27/25
Call,2.22,2.25,2.28,+0.13,14,"1,358",35.99%,"15:29 ET",213.00,Put,37.30,44.00,44.25,unch,0,26,34.69%,08/28/25
Call,2.12,2.15,2.18,+0.19,17,"1,141",36.01%,"15:29 ET",214.00,Put,44.90,44.90,45.20,unch,0,49,34.68%,09/03/25
Call,2.02,2.06,2.08,+0.12,150,"13,859",36.04%,"15:19 ET",215.00,Put,44.90,45.85,46.10,unch,0,206,34.64%,09/02/25
Call,1.80,1.96,1.99,unch,0,927,36.04%,09/05/25,216.00,Put,38.90,46.75,47.05,unch,0,50,34.55%,08/13/25
Call,1.95,1.88,1.91,+0.26,5,638,36.11%,"13:55 ET",217.00,Put,48.35,47.75,48.00,unch,0,226,34.82%,09/02/25
Call,1.88,1.79,1.82,+0.26,83,"1,417",36.10%,"13:14 ET",218.00,Put,48.10,48.65,49.15,unch,0,140,35.52%,09/02/25
Call,1.88,1.71,1.74,+0.31,80,720,36.13%,"10:38 ET",219.00,Put,39.82,49.60,49.90,unch,0,119,34.59%,08/27/25
Call,1.66,1.64,1.66,+0.16,630,"32,004",36.23%,"14:59 ET",220.00,Put,53.25,50.55,50.95,unch,0,317,35.06%,09/05/25
Call,1.54,1.56,1.59,+0.10,13,"1,105",36.19%,"15:26 ET",221.00,Put,55.58,51.10,51.90,unch,0,44,31.67%,09/05/25
Call,1.31,1.49,1.52,unch,0,588,36.21%,09/05/25,222.00,Put,52.10,52.00,52.85,unch,0,60,0.01%,09/02/25
Call,1.49,1.43,1.46,+0.17,117,"3,264",36.29%,"13:03 ET",223.00,Put,53.78,52.75,54.00,-3.20,3,47,36.75%,"15:06 ET"
Call,1.26,1.37,1.39,unch,0,571,36.31%,09/05/25,224.00,Put,57.17,54.00,54.85,unch,0,71,0.01%,09/05/25
Call,1.40,1.31,1.33,+0.20,5,"9,690",36.35%,"10:50 ET",225.00,Put,58.12,55.35,55.75,unch,0,248,34.53%,09/05/25
Call,1.28,1.25,1.27,+0.13,11,807,36.37%,"14:50 ET",226.00,Put,60.51,55.80,56.80,unch,0,63,0.01%,09/05/25
Call,1.19,1.19,1.22,+0.07,3,"1,594",36.31%,"15:32 ET",227.00,Put,61.33,56.80,57.70,unch,0,72,0.01%,09/05/25
Call,1.12,1.14,1.17,+0.06,64,"8,852",36.47%,"15:23 ET",228.00,Put,56.92,58.15,58.75,unch,0,32,0.01%,09/04/25
Call,1.06,1.04,1.07,+0.10,220,"3,864",36.58%,"15:37 ET",230.00,Put,63.50,59.70,60.75,unch,0,6,0.01%,09/05/25
Call,0.83,0.84,0.86,+0.08,229,"3,302",36.79%,"15:29 ET",235.00,Put,66.12,65.40,66.10,+66.12,2,0,41.69%,"15:18 ET"
Call,0.68,0.67,0.69,+0.04,32,"5,504",36.99%,"15:44 ET",240.00,Put,71.10,70.30,71.10,+71.10,2,2,47.13%,"15:18 ET"
Call,0.55,0.54,0.55,+0.04,261,"1,577",37.26%,"14:58 ET",245.00,Put,64.91,74.60,76.10,unch,0,0,0.01%,08/28/25
Call,0.44,0.43,0.44,+0.02,801,"8,904",37.45%,"15:43 ET",250.00,Put,79.97,80.40,80.60,-4.94,1,2,43.18%,"12:15 ET"
Call,0.36,0.35,0.36,+0.03,100,"11,015",37.77%,"14:09 ET",255.00,Put,73.29,84.75,85.90,unch,0,0,0.01%,08/18/25
Call,0.29,0.28,0.29,+0.02,344,"38,063",37.98%,"14:58 ET",260.00,Put,90.88,89.85,90.90,+90.88,1,0,53.06%,"15:25 ET"
Call,0.24,0.22,0.24,+0.03,15,"1,029",38.33%,"12:00 ET",265.00,Put,95.83,95.35,95.95,+95.83,1,1,54.32%,"15:25 ET"
Call,0.19,0.18,0.19,+0.02,421,"14,018",38.43%,"14:51 ET",270.00,Put,88.35,99.55,100.95,unch,0,0,0.01%,08/26/25
Call,0.15,0.15,0.16,+0.01,38,"1,158",38.51%,"15:17 ET",275.00,Put,0.00,105.30,105.95,unch,0,0,54.94%,N/A
Call,0.12,0.12,0.13,+0.01,"4,964","10,869",38.66%,"13:07 ET",280.00,Put,0.00,109.65,111.35,unch,0,0,53.45%,N/A
Call,0.09,0.08,0.09,+0.01,19,"2,542",39.64%,"13:25 ET",290.00,Put,125.30,119.65,120.95,unch,0,0,0.01%,09/05/25
Call,0.06,0.05,0.06,unch,300,"15,863",40.02%,"15:43 ET",300.00,Put,129.01,129.60,131.00,unch,0,0,0.01%,09/04/25
Call,0.04,0.03,0.04,unch,2,558,40.36%,"15:20 ET",310.00,Put,0.00,139.70,141.10,unch,0,0,0.01%,N/A
Call,0.03,0.02,0.03,unch,78,"7,232",41.11%,"14:05 ET",320.00,Put,0.00,149.80,151.05,unch,0,0,0.01%,N/A
Call,0.02,0.01,0.02,unch,13,"2,352",41.36%,"13:24 ET",330.00,Put,0.00,159.65,160.90,unch,0,0,0.01%,N/A
Call,0.02,0.01,0.02,unch,0,"5,073",42.00%,09/05/25,340.00,Put,0.00,169.60,170.65,unch,0,0,0.01%,N/A
Call,0.02,0.01,0.02,+0.02,3,"4,817",44.64%,"12:39 ET",350.00,Put,179.25,179.90,180.85,unch,0,0,0.01%,09/02/25
Call,0.01,0.00,0.01,unch,38,"13,572",43.67%,"15:32 ET",360.00,Put,0.00,189.70,190.85,unch,0,0,0.01%,N/A
"Downloaded from Barchart.com as of 09-08-2025 03:19pm CDT"
